id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
283,45364,android.net.wifi.aware.PublishConfig.describeContents(),Describe the kinds of special objects contained in this Parcelable instance's marshaled representation.,54,describe
284,36338,android.app.usage.UsageStats.describeContents(),Describe the kinds of special objects contained in this Parcelable instance's marshaled representation.,54,describe
285,42764,android.location.Address.describeContents(),Describe the kinds of special objects contained in this Parcelable instance's marshaled representation.,54,describe
286,33883,android.accounts.Account.describeContents(),Describe the kinds of special objects contained in this Parcelable instance's marshaled representation.,54,describe
287,33526,org.w3c.dom.ls.LSSerializer.writeToString(org.w3c.dom.Node),Serialize the specified node as described above in the general description of the LSSerializer interface.,60,serialize
288,49439,android.telephony.VisualVoicemailSms.describeContents(),Describe the kinds of special objects contained in this Parcelable instance's marshaled representation.,54,describe
289,50471,android.text.style.RelativeSizeSpan.describeContents(),Describe the kinds of special objects contained in this Parcelable instance's marshaled representation.,54,describe
290,35761,android.app.VoiceInteractor.Prompt.describeContents(),Describe the kinds of special objects contained in this Parcelable instance's marshaled representation.,54,describe
291,35670,android.app.Service.onDestroy(),Called by the system to notify a Service that it is no longer used and is being removed.,69,call
292,49958,"android.text.TextWatcher.beforeTextChanged(java.lang.CharSequence,int,int,int)","This method is called to notify you that, within s, the count characters beginning at start are about to be replaced by new text with length after.",9,call
293,36418,"android.bluetooth.BluetoothProfile.ServiceListener.onServiceConnected(int,android.bluetooth.BluetoothProfile)",Called to notify the client when the proxy object has been connected to the service.,9,call
294,6716,java.beans.beancontext.BeanContextSupport.okToUseGui(),Notify this instance that it may now render a GUI,33,notify
295,52539,android.view.View.onAnimationEnd(),Invoked by a parent ViewGroup to notify the end of the animation currently associated with this view.,9,invoke
296,21505,javax.print.event.PrintJobListener.printJobNoMoreEvents(javax.print.event.PrintJobEvent),Called to notify the client that no more events will be delivered.,69,call
297,49953,"android.text.SpanWatcher.onSpanRemoved(android.text.Spannable,java.lang.Object,int,int)",This method is called to notify you that the specified object has been detached from the specified range of the text.,9,call
298,53900,android.webkit.WebChromeClient.onGeolocationPermissionsHidePrompt(),"Notify the host application that a request for Geolocation permissions, made with a previous call to onGeolocationPermissionsShowPrompt() has been canceled.",33,notify
299,50365,"android.text.method.MultiTapKeyListener.onSpanRemoved(android.text.Spannable,java.lang.Object,int,int)",This method is called to notify you that the specified object has been detached from the specified range of the text.,9,call
300,6696,java.beans.beancontext.BeanContextSupport.dontUseGui(),notify this instance that it may no longer render a GUI.,33,notify
301,24305,javax.swing.JMenu.getComponent(),Returns the java.awt.Component used to paint this MenuElement.,54,return
302,28000,"javax.swing.plaf.synth.SynthRootPaneUI.paintBorder(javax.swing.plaf.synth.SynthContext,java.awt.Graphics,int,int,int,int)",Paints the border.,4,paint
303,27887,"javax.swing.plaf.synth.SynthPainter.paintScrollPaneBorder(javax.swing.plaf.synth.SynthContext,java.awt.Graphics,int,int,int,int)",Paints the border of a scroll pane.,4,paint
304,28128,"javax.swing.plaf.synth.SynthTableUI.paint(java.awt.Graphics,javax.swing.JComponent)",Paints the specified component according to the Look and Feel.,4,paint
305,26871,"javax.swing.plaf.basic.BasicTreeUI.paintRow(java.awt.Graphics,java.awt.Rectangle,java.awt.Insets,java.awt.Rectangle,javax.swing.tree.TreePath,int,boolean,boolean,boolean)",Paints the renderer part of a row.,4,paint
306,26293,"javax.swing.plaf.basic.BasicComboBoxUI.paintCurrentValueBackground(java.awt.Graphics,java.awt.Rectangle,boolean)",Paints the background of the currently selected item.,4,paint
307,3115,java.awt.Component.setIgnoreRepaint(boolean),Sets whether or not paint messages received from the operating system should be ignored.,77,set
308,23015,javax.swing.MenuElement.getComponent(),This method should return the java.awt.Component used to paint the receiving element.,54,return
309,3177,java.awt.Container.paint(java.awt.Graphics),Paints the container.,4,paint
310,27706,"javax.swing.plaf.synth.SynthDesktopIconUI.paint(java.awt.Graphics,javax.swing.JComponent)",Paints the specified component according to the Look and Feel.,4,paint
311,51649,"android.view.Gravity.apply(int,int,int,android.graphics.Rect,android.graphics.Rect,int)",Apply a gravity constant to an object and take care if layout direction is RTL or not.,70,apply
312,54845,android.widget.DatePicker.onRestoreInstanceState(android.os.Parcelable),Hook allowing a view to re-apply a representation of its internal state that had previously been generated by onSaveInstanceState().,53,\N
313,30046,javax.swing.undo.StateEdit.redo(),Tells the edited object to apply the state after the edit,69,tell
314,51651,"android.view.Gravity.apply(int,int,int,android.graphics.Rect,android.graphics.Rect)",Apply a gravity constant to an object.,70,apply
315,41852,android.icu.text.SimpleDateFormat.applyPattern(java.lang.String),Apply the given unlocalized pattern string to this date format.,70,apply
316,54465,android.widget.AbsSeekBar.getThumbTintMode(),"Returns the blending mode used to apply the tint to the thumb drawable, if specified.",54,return
317,55462,android.widget.ProgressBar.setSecondaryProgressTintMode(android.graphics.PorterDuff.Mode),Specifies the blending mode used to apply the tint specified by setSecondaryProgressTintList(ColorStateList)} to the secondary progress indicator.,77,specify
318,54467,android.widget.AbsSeekBar.getTickMarkTintMode(),"Returns the blending mode used to apply the tint to the tick mark drawable, if specified.",54,return
319,51652,"android.view.Gravity.applyDisplay(int,android.graphics.Rect,android.graphics.Rect)","Apply additional gravity behavior based on the overall \display\"" that an object exists in.""",70,apply
320,54482,android.widget.AbsSeekBar.setTickMarkTintMode(android.graphics.PorterDuff.Mode),Specifies the blending mode used to apply the tint specified by setTickMarkTintList(ColorStateList)} to the tick mark drawable.,77,specify
321,3773,java.awt.List.removeActionListener(java.awt.event.ActionListener),Removes the specified action listener so that it no longer receives action events from this list.,68,remove
322,23709,javax.swing.JComponent.addAncestorListener(javax.swing.event.AncestorListener),Registers listener so that it will receive AncestorEvents when it or any of its ancestors move or are made visible or invisible.,61,register
323,44351,android.media.session.MediaSession.setActive(boolean),Set if this session is currently active and ready to receive commands.,77,set
324,3742,java.awt.List.addActionListener(java.awt.event.ActionListener),Adds the specified action listener to receive action events from this list.,61,add
325,23795,javax.swing.JComponent.removeAncestorListener(javax.swing.event.AncestorListener),Unregisters listener so that it will no longer receive AncestorEvents.,85,\N
326,33558,org.xml.sax.ErrorHandler.fatalError(org.xml.sax.SAXParseException),Receive notification of a non-recoverable error.,54,\N
327,19984,javax.management.relation.RelationServiceMBean.setPurgeFlag(boolean),"Sets the flag to indicate if when a notification is received for the unregistration of an MBean referenced in a relation, if an immediate \purge\"" of the relations (look for the relations no longer valid) has to be performed",77,set
328,43206,android.media.AudioRecord.removeOnRoutingChangedListener(android.media.AudioRouting.OnRoutingChangedListener),Removes an AudioRouting.OnRoutingChangedListener which has been previously added to receive rerouting notifications.,68,remove
329,53941,"android.webkit.WebMessagePort.setWebMessageCallback(android.webkit.WebMessagePort.WebMessageCallback,android.os.Handler)",Sets a callback to receive message events on the handler that is provided by the application.,77,set
330,4321,java.awt.Window.removeWindowFocusListener(java.awt.event.WindowFocusListener),Removes the specified window focus listener so that it no longer receives window events from this window.,68,remove
331,34418,android.app.Activity.setExitSharedElementCallback(android.app.SharedElementCallback),"When makeSceneTransitionAnimation(Activity, android.view.View, String) was used to start an Activity, callback will be called to handle shared elements on the launching Activity.",9,\N
332,8471,java.lang.invoke.VolatileCallSite.dynamicInvoker(),Produces a method handle equivalent to an invokedynamic instruction which has been linked to this call site.,15,produce
333,54114,android.webkit.WebView.onTrackballEvent(android.view.MotionEvent),Implement this method to handle trackball motion events.,53,\N
334,26821,javax.swing.plaf.basic.BasicTreeUI.createCellEditorListener(),Creates a listener to handle events from the current editor.,15,create
335,55065,android.widget.HorizontalScrollView.onTouchEvent(android.view.MotionEvent),Implement this method to handle touch screen motion events.,53,handle
336,55732,"android.widget.SimpleAdapter.setViewText(android.widget.TextView,java.lang.String)",Called by bindView() to set the text for a TextView but only if there is no existing ViewBinder or if the existing ViewBinder cannot handle binding to a TextView.,9,\N
337,34292,android.app.Activity.getChangingConfigurations(),"If this activity is being destroyed because it can not handle a configuration parameter being changed (and thus its onConfigurationChanged(Configuration) method is not being called), then you can use this method to discover the set of changes that have occurred while in the process of being destroyed.",9,\N
338,56838,"java.lang.invoke.MethodHandles.insertArguments(java.lang.invoke.MethodHandle,int,java.lang.Object)",Provides a target method handle with one or more bound arguments in advance of the method handle's invocation.,9,\N
339,42748,android.inputmethodservice.KeyboardView.onTouchEvent(android.view.MotionEvent),Implement this method to handle touch screen motion events.,53,handle
340,29456,javax.swing.text.html.HTMLDocument.setPreservesUnknownTags(boolean),Determines how unknown tags are handled by the parser.,65,determine
341,36876,android.content.AsyncTaskLoader.onForceLoad(),Subclasses must implement this to take care of requests to forceLoad().,53,\N
342,12568,java.text.StringCharacterIterator.setIndex(int),Implements CharacterIterator.setIndex() for String.,53,\N
343,55182,android.widget.ListPopupWindow.createDragToOpenListener(android.view.View),Returns an View.OnTouchListener that can be added to the source view to implement drag-to-open behavior.,54,return
344,54943,android.widget.Gallery.onTouchEvent(android.view.MotionEvent),Implement this method to handle touch screen motion events.,53,handle
345,54602,android.widget.AnalogClock.onDraw(android.graphics.Canvas),Implement this to do your drawing.,53,\N
346,45340,android.net.wifi.WpsInfo.describeContents(),Implement the Parcelable interface,53,\N
347,49211,android.telephony.CellSignalStrengthWcdma.describeContents(),Implement the Parcelable interface,53,\N
348,46108,android.os.Handler.handleMessage(android.os.Message),Subclasses must implement this to receive messages.,53,\N
349,37592,android.content.Loader.onReset(),"Subclasses must implement this to take care of resetting their loader, as per reset().",53,\N
350,17106,"java.util.prefs.AbstractPreferences.get(java.lang.String,java.lang.String)","Implements the get method as per the specification in Preferences.get(String,String).",53,\N
351,37047,android.content.ContentProviderOperation.isYieldAllowed(),Returns true if the operation allows yielding the database to other transactions if the database is contended.,54,return
352,29707,javax.swing.tree.TreeNode.getAllowsChildren(),Returns true if the receiver allows children.,54,return
353,43690,android.media.MediaPlayer.prepareDrm(java.util.UUID),"Prepares the DRM for the current source If OnDrmConfigHelper is registered, it will be called during preparation to allow configuration of the DRM properties before opening the DRM session.",56,prepare
354,20356,javax.management.timer.Timer.postDeregister(),Allows the timer MBean to perform any operations needed after having been unregistered by the MBean server.,6,allow
355,11582,java.sql.DatabaseMetaData.getMaxCharLiteralLength(),Retrieves the maximum number of characters this database allows for a character literal.,54,retrieve
356,18507,"javax.imageio.metadata.IIOMetadataFormatImpl.addObjectValue(java.lang.String,java.lang.Class<T>,boolean,T,java.util.List<? extends T>)",Allows an Object reference of a given class type to be stored in nodes implementing the named element.,6,\N
357,50095,android.text.LoginFilter.UsernameFilterGMail.isAllowed(char),Returns whether or not we allow character c.,54,return
358,11594,java.sql.DatabaseMetaData.getMaxRowSize(),Retrieves the maximum number of bytes this database allows in a single row.,54,retrieve
359,35867,"android.app.admin.DeviceAdminReceiver.onChoosePrivateKeyAlias(android.content.Context,android.content.Intent,int,android.net.Uri,java.lang.String)",Allows this receiver to select the alias for a private key and certificate pair for authentication.,6,allow
360,19191,javax.management.MBeanRegistration.postRegister(java.lang.Boolean),Allows the MBean to perform any operations needed after having been registered in the MBean server or after the registration has failed.,53,allow
361,9456,"java.net.URLStreamHandler.sameFile(java.net.URL,java.net.URL)","Compare two urls to see whether they refer to the same file, i.e., having the same protocol, host, port, and path.",74,compare
362,19420,javax.management.ObjectInstance.equals(java.lang.Object),Compares the current object instance with another object instance.,74,compare
363,9615,java.nio.FloatBuffer.compareTo(java.nio.FloatBuffer),Compares this buffer to another.,74,compare
364,7698,java.lang.Long.compareTo(java.lang.Long),Compares two Long objects numerically.,74,compare
365,4924,java.awt.font.ShapeGraphicAttribute.equals(java.awt.font.ShapeGraphicAttribute),Compares this ShapeGraphicAttribute to the specified ShapeGraphicAttribute.,74,compare
366,7371,java.lang.Byte.compareTo(java.lang.Byte),Compares two Byte objects numerically.,74,compare
367,32734,org.omg.DynamicAny._DynEnumStub.equal(org.omg.DynamicAny.DynAny),Compares two DynAny values for equality.,74,compare
368,49807,"android.test.mock.MockPackageManager.checkSignatures(java.lang.String,java.lang.String)",Compare the signatures of two packages to determine if the same signature appears in both of them.,65,determine
369,10275,java.nio.file.attribute.AclEntry.equals(java.lang.Object),Compares the specified object with this ACL entry for equality.,74,compare
370,51115,android.util.Range.equals(java.lang.Object),Compare two ranges for equality.,74,compare
371,8566,java.lang.management.ThreadMXBean.setThreadContentionMonitoringEnabled(boolean),Enables or disables thread contention monitoring.,78,enables
372,23059,javax.swing.AbstractAction.isEnabled(),Returns true if the action is enabled.,54,return
373,58577,javax.net.ssl.SSLSocket.setEnabledCipherSuites(java.lang.String),Sets the cipher suites enabled for use on this connection.,77,set
374,3851,java.awt.MenuItem.isEnabled(),Checks whether this menu item is enabled.,65,check
375,53997,android.webkit.WebSettings.setAllowFileAccess(boolean),Enables or disables file access within WebView.,78,enables
376,56435,android.widget.ZoomButtonsController.setZoomInEnabled(boolean),Whether to enable the zoom in control.,78,enable
377,56100,"android.widget.TextView.onKeyDown(int,android.view.KeyEvent)","Default implementation of KeyEvent.Callback.onKeyDown(): perform press of the view when KEYCODE_DPAD_CENTER or KEYCODE_ENTER is released, if the view is enabled and clickable.",33,\N
378,25652,"javax.swing.SwingUtilities.notifyAction(javax.swing.Action,javax.swing.KeyStroke,java.awt.event.KeyEvent,java.lang.Object,int)",Invokes actionPerformed on action if action is enabled (and non-null).,9,\N
379,45314,android.net.wifi.WifiManager.setWifiEnabled(boolean),Enable or disable Wi-Fi.,78,enable
380,4124,java.awt.TextComponent.enableInputMethods(boolean),Enables or disables input method support for this text component.,78,enables
381,7923,"java.lang.SecurityManager.checkPermission(java.security.Permission,java.lang.Object)",Throws a SecurityException if the specified security context is denied access to the resource specified by the given permission.,53,\N
382,38311,android.database.AbstractWindowedCursor.checkPosition(),This function throws CursorIndexOutOfBoundsException if the cursor position is out of bounds.,53,\N
383,58901,org.json.JSONObject.getJSONObject(java.lang.String),"Returns the value mapped by name if it exists and is a JSONObject, or throws otherwise.",54,return
384,14133,java.util.PrimitiveIterator.OfLong.forEachRemaining(java.util.function.Consumer<? super java.lang.Long>),Performs the given action for each remaining element until all elements have been processed or the action throws an exception.,33,perform
385,49686,"android.test.mock.MockContext.enforceCallingOrSelfPermission(java.lang.String,java.lang.String)","If neither you nor the calling process of an IPC you are handling has been granted a particular permission, throw a SecurityException.",53,\N
386,57742,"java.util.Hashtable.replaceAll(java.util.function.BiFunction<? super,? super,? extends V>)",Replaces each entry's value with the result of invoking the given function on that entry until all entries have been processed or the function throws an exception.,73,replace
387,14183,java.util.Spliterator.OfDouble.forEachRemaining(java.util.function.Consumer<? super java.lang.Double>),"Performs the given action for each remaining element, sequentially in the current thread, until all elements have been processed or the action throws an exception.",33,perform
388,30166,javax.tools.SimpleJavaFileObject.getCharContent(boolean),This implementation always throws UnsupportedOperationException.,53,\N
389,19522,javax.management.ReflectionException.getCause(),Returns the actual Exception thrown.,54,return
390,14125,java.util.PrimitiveIterator.OfDouble.forEachRemaining(java.util.function.Consumer<? super java.lang.Double>),Performs the given action for each remaining element until all elements have been processed or the action throws an exception.,33,perform
391,43726,android.media.MediaPlayer.setOnTimedTextListener(android.media.MediaPlayer.OnTimedTextListener),Register a callback to be invoked when a timed text is available for display.,61,register
392,31016,javax.xml.soap.AttachmentPart.getRawContentBytes(),Gets the content of this AttachmentPart object as a byte[] array as if a call had been made to getContent and no DataContentHandler had been registered for the content-type of this AttachmentPart.,54,get
393,52890,android.view.ViewTreeObserver.addOnTouchModeChangeListener(android.view.ViewTreeObserver.OnTouchModeChangeListener),Register a callback to be invoked when the invoked when the touch mode changes.,61,register
394,43348,"android.media.ImageReader.setOnImageAvailableListener(android.media.ImageReader.OnImageAvailableListener,android.os.Handler)",Register a listener to be invoked when a new image becomes available from the ImageReader.,61,register
395,49736,"android.test.mock.MockContext.registerReceiver(android.content.BroadcastReceiver,android.content.IntentFilter,java.lang.String,android.os.Handler)","Register to receive intent broadcasts, to run in the context of scheduler.",61,register
396,37790,android.content.pm.PackageInstaller.registerSessionCallback(android.content.pm.PackageInstaller.SessionCallback),Register to watch for session lifecycle events.,61,register
397,54909,android.widget.ExpandableListView.setOnItemClickListener(android.widget.AdapterView.OnItemClickListener),Register a callback to be invoked when an item has been clicked and the caller prefers to receive a ListView-style position instead of a group and/or child position.,61,register
398,49416,"android.telephony.TelephonyManager.listen(android.telephony.PhoneStateListener,int)",Registers a listener object to receive notification of changes in specified telephony states.,61,register
399,21669,"javax.script.ScriptEngineManager.registerEngineName(java.lang.String,javax.script.ScriptEngineFactory)",Registers a ScriptEngineFactory to handle a language name.,61,register
400,43717,android.media.MediaPlayer.setOnDrmInfoListener(android.media.MediaPlayer.OnDrmInfoListener),Register a callback to be invoked when the DRM info is known.,61,register
401,35268,"android.app.Notification.writeToParcel(android.os.Parcel,int)",Flatten this notification into a parcel.,12,flatten
402,44396,"android.media.session.MediaSession.Token.writeToParcel(android.os.Parcel,int)",Flatten this object in to a Parcel.,12,flatten
403,46302,android.os.Parcel.writeTypedList(java.util.List<T>),"Flatten a List containing a particular object type into the parcel, at the current dataPosition() and growing dataCapacity() if needed.",12,flatten
404,47071,"android.print.PrintJobId.writeToParcel(android.os.Parcel,int)",Flatten this object in to a Parcel.,12,flatten
405,46292,android.os.Parcel.writePersistableBundle(android.os.PersistableBundle),"Flatten a PersistableBundle into the parcel at the current dataPosition(), growing dataCapacity() if needed.",12,flatten
406,46303,"android.os.Parcel.writeTypedObject(T,int)",Flatten the Parcelable object into the parcel.,12,flatten
407,50425,"android.text.style.BackgroundColorSpan.writeToParcel(android.os.Parcel,int)",Flatten this object in to a Parcel.,12,flatten
408,38090,"android.content.res.ColorStateList.writeToParcel(android.os.Parcel,int)",Flatten this object in to a Parcel.,12,flatten
409,50473,"android.text.style.RelativeSizeSpan.writeToParcel(android.os.Parcel,int)",Flatten this object in to a Parcel.,12,flatten
410,37828,"android.content.pm.PackageInstaller.SessionInfo.writeToParcel(android.os.Parcel,int)",Flatten this object in to a Parcel.,12,flatten
411,3449,"java.awt.Graphics.drawImage(java.awt.Image,int,int,int,int,int,int,int,int,java.awt.image.ImageObserver)","Draws as much of the specified area of the specified image as is currently available, scaling it on the fly to fit inside the specified area of the destination drawable surface.",4,draw
412,55253,android.widget.ListView.dispatchDraw(android.graphics.Canvas),Called by draw to draw the child views.,9,draw
413,39832,android.graphics.drawable.Drawable.draw(android.graphics.Canvas),Draw in its bounds (set via setBounds) respecting optional effects such as alpha (set via setAlpha) and color filter (set via setColorFilter).,4,draw
414,54392,android.widget.AbsListView.setDrawSelectorOnTop(boolean),Controls whether the selection highlight drawable should be drawn on top of the item or behind it.,77,control
415,3453,"java.awt.Graphics.drawPolygon(int[],int[],int)",Draws a closed polygon defined by arrays of x and y coordinates.,4,draw
416,26698,"javax.swing.plaf.basic.BasicTabbedPaneUI.paintTabBorder(java.awt.Graphics,int,int,int,int,int,int,boolean)",this function draws the border around each tab note that this function does now draw the background of the tab.,4,draw
417,52537,android.view.View.isPaddingOffsetRequired(),"If the View draws content inside its padding and enables fading edges, it needs to support padding offsets.",4,\N
418,52730,android.view.ViewGroup.dispatchDraw(android.graphics.Canvas),Called by draw to draw the child views.,9,draw
419,3448,"java.awt.Graphics.drawImage(java.awt.Image,int,int,int,int,java.awt.Color,java.awt.image.ImageObserver)",Draws as much of the specified image as has already been scaled to fit inside the specified rectangle.,4,draw
420,39036,"android.graphics.Canvas.drawVertices(android.graphics.Canvas.VertexMode,int,float[],int,float[],int,int[],int,short[],int,int,android.graphics.Paint)","Draw the array of vertices, interpreted as triangles (based on mode).",4,draw
421,39672,android.graphics.drawable.AdaptiveIconDrawable.getExtraInsetFraction(),All four sides of the layers are padded with extra inset so as to provide extra content to reveal within the clip path when performing affine transformations on the layers.,4,\N
422,45924,android.os.BatteryManager.getLongProperty(int),Return the value of a battery property of long type.,54,return
423,43530,"android.media.MediaDrm.provideKeyResponse(byte[],byte[])","A key response is received from the license server by the app, then it is provided to the DRM engine plugin using provideKeyResponse.",53,\N
424,41769,android.icu.text.RuleBasedCollator.cloneAsThawed(),Provides for the clone operation.,48,\N
425,3932,java.awt.Polygon.getPathIterator(java.awt.geom.AffineTransform),Returns an iterator object that iterates along the boundary of this Polygon and provides access to the geometry of the outline of this Polygon.,54,return
426,37639,android.content.SearchRecentSuggestionsProvider.getType(android.net.Uri),This method is provided for use by the ContentResolver.,53,\N
427,41748,android.icu.text.PluralRules.forLocale(java.util.Locale),Provides access to the predefined cardinal-number PluralRules for a given Locale.,53,provide
428,29348,"javax.swing.text.View.modelToView(int,java.awt.Shape,javax.swing.text.Position.Bias)","Provides a mapping, for a given character, from the document model coordinate space to the view coordinate space.",53,provide
429,22222,javax.sound.sampled.AudioSystem.getAudioInputStream(java.net.URL),Obtains an audio input stream from the URL provided.,54,obtain
430,3933,"java.awt.Polygon.getPathIterator(java.awt.geom.AffineTransform,double)",Returns an iterator object that iterates along the boundary of the Shape and provides access to the geometry of the outline of the Shape.,54,return
431,33409,org.w3c.dom.Node.isEqualNode(org.w3c.dom.Node),Tests whether two nodes are equal.,65,test
432,9059,java.net.HttpCookie.equals(java.lang.Object),Test the equality of two HTTP cookies.,65,test
433,4843,java.awt.font.GlyphVector.equals(java.awt.font.GlyphVector),Tests if the specified GlyphVector exactly equals this GlyphVector.,65,test
434,41636,android.icu.text.Normalizer2.isNormalized(java.lang.CharSequence),Tests if the string is normalized.,65,test
435,19817,javax.management.openmbean.OpenMBeanParameterInfo.isValue(java.lang.Object),Tests whether obj is a valid value for the parameter described by this OpenMBeanParameterInfo instance.,65,test
436,35094,"android.app.Instrumentation.checkMonitorHit(android.app.Instrumentation.ActivityMonitor,int)",Test whether an existing Instrumentation.ActivityMonitor has been hit.,65,test
437,5136,java.awt.geom.Area.isRectangular(),Tests whether this Area is rectangular in shape.,65,test
438,9163,java.net.InetAddress.isReachable(int),Test whether that address is reachable.,65,test
439,9252,java.net.ServerSocket.getReuseAddress(),Tests if SO_REUSEADDR is enabled.,65,test
440,55402,"android.widget.PopupWindow.showAtLocation(android.view.View,int,int,int)",Display the content view in a popup window at the specified location.,35,display
441,54524,android.widget.AdapterView.getEmptyView(),"When the current adapter is empty, the AdapterView can display a special view called the empty view.",35,\N
442,35894,android.app.admin.DevicePolicyManager.createAdminSupportIntent(java.lang.String),Called by any app to display a support dialog when a feature was disabled by an admin.,35,display
443,53904,"android.webkit.WebChromeClient.onJsBeforeUnload(android.webkit.WebView,java.lang.String,java.lang.String,android.webkit.JsResult)",Tell the client to display a dialog to confirm navigation away from the current page.,77,tell
444,55966,android.widget.TextClock.getFormat24Hour(),Returns the formatting pattern used to display the date and/or time in 24-hour mode.,54,return
445,56186,android.widget.TextView.setPaintFlags(int),Sets flags on the Paint being used to display the text and reflows the text if they are different from the old flags.,77,set
446,56260,android.widget.TimePicker.setIs24HourView(java.lang.Boolean),Sets whether this widget displays time in 24-hour mode or 12-hour mode with an AM/PM picker.,77,set
447,34242,android.app.ActionBar.setLogo(android.graphics.drawable.Drawable),Set the logo to display in the 'home' section of the action bar.,77,set
448,41395,android.icu.text.DecimalFormat.setCurrencyUsage(android.icu.util.Currency.CurrencyUsage),Sets the Currency Usage object used to display currency.,77,set
449,34631,android.app.AlertDialog.Builder.show(),Creates an AlertDialog with the arguments supplied to this builder and immediately displays the dialog.,15,create
450,39906,android.graphics.drawable.DrawableContainer.mutate(),Make this drawable mutable.,28,make
451,43649,android.media.MediaMuxer.release(),Make sure you call this when you're done to free up any resources instead of relying on the garbage collector to do this for you at some point in the future.,53,\N
452,11495,java.sql.Connection.commit(),Makes all changes made since the previous commit/rollback permanent and releases any database locks currently held by this Connection object.,28,make
453,24046,javax.swing.JInternalFrame.dispose(),"Makes this internal frame invisible, unselected, and closed.",28,make
454,50434,android.text.style.ClickableSpan.updateDrawState(android.text.TextPaint),Makes the text underlined and in the link color.,28,make
455,20567,javax.naming.directory.Attribute.clone(),Makes a copy of the attribute.,28,\N
456,42041,android.icu.text.UnicodeSet.set(android.icu.text.UnicodeSet),Make this object represent the same set as other.,28,make
457,4122,java.awt.TextComponent.addNotify(),Makes this Component displayable by connecting it to a native screen resource.,53,make
458,54806,"android.widget.CursorAdapter.newDropDownView(android.content.Context,android.database.Cursor,android.view.ViewGroup)",Makes a new drop down view to hold the data pointed to by cursor.,15,make
459,40144,android.graphics.drawable.RippleDrawable.mutate(),Make this drawable mutable.,28,make
460,46332,android.os.ParcelFileDescriptor.AutoCloseInputStream.close(),Closes this file input stream and releases any system resources associated with the stream.,17,close
461,49782,android.test.mock.MockCursor.isClosed(),return true if the cursor is closed,54,return
462,49503,android.test.AndroidTestCase.tearDown(),"Tears down the fixture, for example, close a network connection.",40,tear
463,46081,android.os.DropBoxManager.Entry.close(),Close the input stream associated with this entry.,17,close
464,21950,javax.sound.midi.MidiDevice.getTransmitter(),Obtains a MIDI OUT connection from which the MIDI device will transmit MIDI data The returned transmitter must be closed when the application has finished using it.,54,obtain
465,9289,java.net.Socket.isOutputShutdown(),Returns whether the write-half of the socket connection is closed.,54,return
466,9952,java.nio.channels.spi.AbstractSelector.implCloseSelector(),Closes this selector.,17,close
467,38451,android.database.DatabaseUtils.InsertHelper.close(),Close this object and release any resources associated with it.,17,close
468,9938,java.nio.channels.spi.AbstractSelectableChannel.implCloseSelectableChannel(),Closes this selectable channel.,17,close
469,40289,android.graphics.pdf.PdfRenderer.close(),Closes this renderer.,17,close
470,19512,javax.management.StandardMBean.setImplementation(java.lang.Object),Replace the implementation object wrapped in this object.,73,replace
471,15461,"java.util.Vector.set(int,java.util.Vector)",Replaces the element at the specified position in this Vector with the specified element.,73,replace
472,6280,"java.awt.image.renderable.ParameterBlock.set(long,int)",Replaces an Object in the list of parameters with a Long.,73,replace
473,18371,javax.imageio.ImageWriter.canReplacePixels(int),Returns true if the writer allows pixels of the given image to be replaced using the replacePixels methods.,54,return
474,36160,"android.app.backup.BackupAgent.onRestore(android.app.backup.BackupDataInput,int,android.os.ParcelFileDescriptor)",The application is being restored from backup and should replace any existing data with the contents of the backup.,45,restore
475,10985,java.security.cert.CertPath.writeReplace(),Replaces the CertPath to be serialized with a CertPathRep object.,73,replace
476,17192,java.util.regex.Matcher.appendTail(java.lang.StringBuffer),Implements a terminal append-and-replace step.,53,\N
477,57902,"java.util.WeakHashMap.replaceAll(java.util.function.BiFunction<? super,? super,? extends V>)",Replaces each entry's value with the result of invoking the given function on that entry until all entries have been processed or the function throws an exception.,73,replace
478,51725,"android.view.KeyEvent.changeTimeRepeat(android.view.KeyEvent,long,int,int)","Create a new key event that is the same as the given one, but whose event time and repeat count are replaced with the given value.",15,create
479,57750,"java.util.IdentityHashMap.replaceAll(java.util.function.BiFunction<? super,? super,? extends V>)",Replaces each entry's value with the result of invoking the given function on that entry until all entries have been processed or the function throws an exception.,73,replace
480,50974,android.util.Half.isInfinite(short),"Returns true if the specified half-precision float value represents infinity, false otherwise.",54,return
481,18958,javax.lang.model.element.Name.equals(java.lang.Object),"Returns true if the argument represents the same name as this, and false otherwise.",54,return
482,12444,java.text.DecimalFormatSymbols.setMinusSign(char),Sets the character used to represent minus sign.,77,set
483,53155,android.view.accessibility.AccessibilityNodeInfo.isShowingHintText(),Returns whether the node's text represents a hint for the user to enter text.,54,return
484,13809,java.time.temporal.TemporalUnit.isTimeBased(),Checks if this unit represents a component of a time.,65,check
485,37041,android.content.ContentProviderOperation.isAssertQuery(),Returns true if the operation represents an assert query.,54,return
486,54463,android.widget.AbsSeekBar.getThumb(),Return the drawable used to represent the scroll thumb - the component that the user can drag back and forth indicating the current value by its position.,54,return
487,29861,javax.swing.tree.DefaultTreeCellRenderer.getDefaultOpenIcon(),"Returns the default icon, for the current laf, that is used to represent non-leaf nodes that are expanded.",54,return
488,53894,android.webkit.WebChromeClient.getDefaultVideoPoster(),"When not playing, video elements are represented by a 'poster' image.",77,\N
